Title,Author,Description,Publishment_year,Num_of_pages,Bio-description 
"
Co robić? Mały traktat o wyobraźni politycznej...
",['Daniel Cohn-Bendit'],"Co robić? Mały traktat o wyobraźni politycznej na użytek Europejczyków przedstawia pierwszy od lat śmiały i nowy pomysł na Europę – socjalną i innowacyjną, demokratyczną i skuteczną. Zaprezentowany tu projekt to być może jedna z ostatnich nadziei na jej prawdziwy sukces. Unia Europejska znajduje się w poważnym kryzysie. Jest coraz mniej demokratyczna i solidarna. Coraz mniej atrakcyjna jako lider wyznaczający ogólnoświatowe trendy. Co robić? – to kluczowe pytanie współczesnej polityki zadaje Daniel Cohn-Bendit, legenda paryskiego Maja ‘68. Jego odpowiedź to projekt polityczny – całościowa wizja społeczeństwa, pracy, solidarności. Potrzebne jest zupełnie nowe rozdanie i to w trzech wymiarach. Nie wystarczy sam „zielony kapitalizm” – kwestie odnawialnej energii i ocieplenia klimatu muszą znaleźć się w centrum codziennej polityki. Nie wystarczy gospodarka oparta na wiedzy – komunikacja sieciowa ma budować więzi międzyludzkie i europejską sferę publiczną. Nie wystarczy „równość szans” – potrzeba wielkich nakładów na oświatę, badania i rozwój, ale także redystrybucji i dochodu gwarantowanego.",2010,144,"[[""Daniel Cohn-Bendit (1945)\u2009–\u2009jeden z przywódców Maja'68, rzecznik ruchu studenckiego w Paryżu. W związku z udziałem w wydarzeniach majowych został wydalony z Francji. Zamieszkał w Niemczech, gdzie współtworzył tzw. opozycję pozaparlamentarną, do 1990 roku wydawał lewicowy magazyn „Pflasterstrand”. Od 1994 jest posłem Parlamentu Europejskiego z ramienia ugrupowania Zieloni - Wolny Sojusz Europejski, obecnie współprzewodniczy ich frakcji. W Wydawnictwie Krytyki Politycznej ukazała się jego książka Maj ‘68. Rewolta (2008) redagowana przez niego i Rüdigera Dammana oraz Co robić? Mały traktat o wyobraźni politycznej na użytek Europejczyków (2010).""]]"
"
Co z tym Kansas? Czyli jak konserwatyści...
",['Thomas Frank'],"Bestsellerowa w Ameryce i na świecie książka Thomasa Franka ma znaczenie porównywalne z Końcem historii Francisa Fukuyamy i Zderzeniem cywilizacji Samuela Huntingtona. Frank szczegółowo i dowcipnie pokazuje, jak populistyczna prawica zajęła tradycyjne miejsce lewicy na scenie politycznej, a problemy kulturowe wyparły kwestie gospodarcze ze sfery politycznej rywalizacji. Nad książką tą debatowali najważniejsi współcześni filozofowie polityczni. Jacek Żakowski w swoim wprowadzeniu dowodzi, że opisany przez Franka proces można odnieść także do Polski, gdzie ogłoszony przez prawicę program solidarnego państwa trafił do ludzi, którzy wydawali się naturalnym elektoratem lewicy.",2007,258,"[['Thomas Frank (1965)', ""urodzony w Kansas, najuboższym stanie USA, doktor historii Uniwersytetu w Kansas, lewicowy publicysta amerykański, autor książek Co z tym Kansas? (2004, pol. wydanie 2007), One Market Under God (2000) oraz The Conquest of Cool (1997), krytyk konserwatyzmu i neoliberalizmu, redaktor pisma „The Baffler”, podejmującego m.in. szeroko zakrojoną krytykę kultury konserwatywnej. Publikował m.in. w „Harper's Magazine”, „Le Monde diplomatique”, i w „Financial Times”.""]]"
"
Coetzee. Przewodnik Krytyki Politycznej
",['Sławomir Masłoń'],"Twórczość Johna Maxwella Coetzee'ego, laureata Nagrody Nobla z 2003 roku, zazwyczaj rozpatruje się od strony problemów etycznych lub egzystencjalnych. Przewodnik Krytyki Politycznej przedstawia jej wymiar polityczny. Sławomir Masłoń proponuje całościową i zaskakującą interpretację dzieł noblisty. Analizując najważniejsze dzieła, zwraca uwagę na tak kluczowe tematy jak kolonializm, rasizm, wewnętrzne sprzeczności i napięcia obecne w liberalnych społeczeństwach. Nakreśla ewolucję estetycznych i światopoglądowych poszukiwań pisarza, a wszystko to poparte bogatym instrumentarium psychoanalitycznym. Spotkanie Lacana i Coetzee'ego przynosi fascynujący efekt. ",2009,368,"[['Sławomir Masłoń - pracuje w Instytucie Kultury i Literatury Brytyjskiej i Amerykańskiej na Uniwersytecie Śląskim. Publikował prace między innymi ma temat modernizmu (Beckett, Celan), sztuki współczesnej (Nauman), filozofii współczesnej (Bataille, Levinas, Derrida, Lacoue-Labarthe, Nancy), socjologii muzyki, Lacana i teorii lacanowskiej. Interesują go takie zagadnienia jak kanon, polityczna poprawność, recykling w kulturze. Jego największą pasją jest muzyka improwizowana.']]"
"
Darkrooms
",['Konrad Pustoła'],"Realizowana przez Konrada Pustołę seria wielkoformatowych fotografii gra z podwójnym znaczeniem słowa „darkroom” i oznaczanej przezeń przestrzeni. Naturalne skojarzenie z fotograficzną ciemnią przeplata się tu z odniesieniem do istniejących w wielu klubach gejowskich pomieszczeń, gdzie można uprawiać seks, z daleka od oceniającego wzroku społecznego, wciąż jeszcze w Polsce zdominowanego przez normę heteroseksualną. Połączenie tych dwóch skojarzeń nie jest przypadkowe. Odbywający się w ciemni proces wywoływania nowych obrazów, naświetlonych wcześniej na fotograficznej kliszy pozwala myśleć o gejowskim darkroomie jako przestrzeni wywoływania nowych relacji międzyludzkich i redefiniowania pojęć sztywno określających role społeczne i tożsamości jednostkowe, coraz mniej dopasowanych do współczesnej, płynnej rzeczywistości. O alternatywnej przestrzeni polityczności, która stroniąc od wiecowych haseł czy radykalnej publicystyki, w intymnym zaciszu klubu niepostrzeżenie modyfikuje przyjęte kategorie, nawyki, stosunki społeczne i kulturowe.  Projekt składa się z serii fotografii przedstawiających puste wnętrza klubowych darkroomów, wykonanych nad ranem po opuszczeniu klubu przez uczestników, a przed jego posprzątaniem. Chodzi o pokazanie tej przestrzeni z jej spokojną, choć zarazem niepokojącą energią, niejako ciepłą jeszcze od działań obecnych przed chwilą ludzi. O zajrzenie do środka tego, co zwykle głęboko ukryte, a w związku z tym obłożone niedopowiedzeniami i stereotypowymi wyobrażeniami kulturowymi i wizualnymi - tym razem jednak bez egzaltowanej pruderii lub fałszywej odwagi. O przyjrzenie się fizycznym, przestrzennym uwarunkowaniom alternatywnego sposobu przekształcania rzeczywistości. Zdjęcia zawarte w „Darkroomie” są obietnicą nowego spojrzenia na seksualność rozpiętą między mistyką i nihilizmem.",2010,86,"[['Konrad Pustoła (1976-2015)', 'artysta. Skończył nauki ekonomiczne na Uniwersytecie Warszawskim oraz Royal College of Art w Londynie. Zajmuje się wizualnym badaniem relacji między przestrzenią publiczną i prywatną. Konsekwentnie bada też możliwości fotografii jako medium analizy i przekazu tej relacji. Współtwórca akcji Tiszert dla Wolności (2004-2006). Autor cyklów fotograficznych i instalacji m.in: Nieskończone domy (2005), S(t)ymulacje (2006). Członek zespołu Krytyki Politycznej. ']]"
"
Demokracja nieufnych. Eseje polityczne
",['Iwan Krastew'],"W powieściowym Mieście białych kart Jose Saramago wyborcy wypowiadają systemowi lojalność. W rzeczywistej Bułgarii ulica obala rząd, we Włoszech to samo robią rynki finansowe, w Rosji zaczyna się ferment. Wyciekają największe tajemnice dyplomacji amerykańskiej i stają się własnością publiczną. Rewolucja technologiczna w komunikacji daje ludziom zupełnie nowe możliwości: protestu, prześwietlania władzy i organizowania się, za którymi współczesne państwa wydają się nie nadążać. Czy przeżywamy właśnie renesans demokracji – bezpośredniej, oddolnej, usieciowionej? A może to tylko pozory, a wraz z tradycyjnym państwem obywatele tracą wpływ na cokolwiek? Iwan Krastew pisze o paradoksach współczesnej polityki: o demokracji, w której nie ma wyboru; o społeczeństwie, które nie ufa sobie ani elitom; o zapracowanych Niemcach, którzy prędzej opuszczą Unię niż bezrobotni Grecy; o autorytarnej Rosji, która nie broni obywatelom uciekać za granicę.  Demokracja nieufnych to pejzaż świata, w którym to, co stare, umiera, a nowe rodzi się na naszych oczach.",2013,352,"[['Iwan Krastew (1965)', 'politolog, szef Centrum Strategii Liberalnych w Sofii, współzałożyciel think tanku European Council on Foreign Relations, związany z Instytutem Nauk o Człowieku w Wiedniu. Wydał m.in. Shifting Obsessions: Three Essays on the Politics of Anticorruption (2004), Demokracja nieufnych. Eseje polityczne (2013, Wydawnictwo Krytyki Politycznej) i Demokracja: przepraszamy za usterki (2015, Wydawnictwo Krytyki Politycznej). Jest członkiem Rady Instytutu Studiów Zaawansowanych.']]"
"
Dialektyka oświecenia. Fragmenty filozoficzne
",['Max Horkheimer'],"Opublikowana po raz pierwszy w 1947 roku a pisana w mrocznym okresie II wojny światowej Dialektyka oświecenia jest być może pierwszą próbą opisu stanu życia publicznego, w którym „myśl staje się nieuchronnie towarem a język jego reklamą”. To z niej czerpała większość postmodernistycznych demaskatorów nowoczesnego rozumu (od Zygmunta Baumana po Michela Foucaulta i Jeana-François Lyotarda). W zamieszczonych tu filozoficznych szkicach i notatkach znajdziemy bezkompromisową analizę niechcianych konsekwencji rozwoju nowoczesności i krytykę powstającego w ten sposób społeczeństwa kultury masowej.  Oświecenie – rozumiane najszerzej jako postęp myśli – zawsze dążyło do tego, by uwolnić człowieka od strachu i uczynić go panem. Lecz oto w pełni oświecona ziemia stoi pod znakiem triumfującego nieszczęścia.  fragment książki",2010,272,"[['Max Horkheimer (1895–1973)', 'z wykształcenia psycholog i filozof, jedna z najważniejszych postaci i dyrektor frankfurckiego Institut für Sozialforschung. W Polsce ukazały się m.in. Krytyka rozumu instrumentalnego (2007) oraz Społeczna funkcja filozofii. Wybór pism (1987).']]"
"
Dojrzewanie. Pisma polityczne 1964-1968
",['Jacek Kuroń'],"Notatki więzienne to niepublikowany wcześniej zapis wyjaśnień, jakie Jacek Kuroń złożył podczas swojego drugiego procesu w grudniu 1968 roku. Pisane w więziennej celi zapiski przybliżają okoliczności powstania Listu. Przedstawiają cele i aspiracje środowiska Kuronia, są też refleksją nad istotą wypadków marcowych. Więcej jednak niż o samym PRL-u mówią o wartościach lewicy: świat trzeba opisać po to, by go zmienić. Dojrzewanie to czas, kiedy krystalizują się postawy, rodzą koncepcje, zarysowuje praktyka. Dla Jacka Kuronia takim okresem dojrzewania – do antysystemowej opozycji – były lata 60. To wtedy powstał, napisany wspólnie z Karolem Modzelewskim, słynny List otwarty do partii. Wnikliwa diagnoza rzeczywistości PRL-u i ideowy manifest niezależnej lewicy. Tekst o potencjale politycznego dynamitu, który uruchomił antagonizm między wierną dotąd partii inteligencją i władzą. Tekst, który w środowiskach studenckich stał się zapalnikiem oporu. Jego utopijny ładunek, choć wyrażony w języku panującego reżimu, zapewnił autorom trwałe miejsce w historii europejskich ruchów radykalnych. ",2009,176,"[['Jacek Kuroń (1934-2004)', 'wychowawca, lewicowy działacz społeczny, polityk, z wykształcenia historyk, kawaler Orderu Orła Białego. W latach 50. założyciel tzw. Hufca Walterowskiego i członek PZPR. W roku 1965 napisał wraz z Karolem Modzelewskim list otwarty do partii za który został uwięziony. Jeden z nieformalnych liderów ruchu studenckiego w roku 1968, później działacz opozycji demokratycznej, współtwórca Komitetu Obrony Robotników i KSS „KOR”, a także doradca NSZZ „Solidarność”. Był długoletnim więźniem politycznym PRL, uczestnikiem obrad Okrągłego Stołu, a po roku 1989 dwukrotnym ministrem pracy i polityki socjalnej w rządach Tadeusza Mazowieckiego i Hanny Suchockiej, członkiem Unii Demokratycznej, a później Unii Wolności. W roku 2000 współtworzył Uniwersytet Powszechny im. Jana Józefa Lipskiego w Teremiskach. Autor licznych esejów i artykułów politycznych i filozoficznych, a także książek, m.in. Wiara i wina, Gwiezdny czas, Działanie czy Rzeczpospolita dla moich wnuków.']]"
"
Drobne szaleństwa dnia codziennego
",['Kaja Malanowska'],"Jaki jest przepis na normalność i szczęście? Kochający mąż i dziecko, solidne wykształcenie, dobra praca i mieszkanie w dużym mieście. Życie jak z poradnika albo kolorowych magazynów. To wszystko ma bohaterka Drobnych szaleństw dnia codziennego, dlaczego więc nie jest szczęśliwa? Coś sprawia, że zamiast płynąć głównym nurtem, dryfuje, nie radząc sobie z własnym życiem. Może jest po prostu niedojrzała, może to histeryczka albo wariatka? A może granica między „normą” a niedostosowaniem czy chorobą to nie przepaść, tylko zaledwie szczelina, i łatwo ją przekroczyć? Drobne szaleństwa dnia codziennego to powieść dla tych, którzy w literaturze szukają zapisu kobiecego doświadczenia, w całej jego złożoności, brutalności i pięknie. Zapisu pozbawionego kokieterii i happy endu z lukru, tak charakterystycznych dla literatury popularnej.",2010,240,"[['Kaja Malanowska (1974) - z wykształcenia biolożka, napisała doktorat z genetyki bakterii na University of Illinois at Urbana-Champaign. Zadebiutowała powieścią Drobne szaleństwa dnia codziennego (Wydawnictwo Krytyki Politycznej, 2010), która przyniosła jej uznanie krytyki i nominację do Gwarancji Kultury - nagrody TVP Kultura. Opublikowała też zbiór opowiadań Imigracje (Wydawnictwo Krytyki Politycznej, 2011). W 2012 roku ukazała się jej trzecia książka Patrz na mnie, Klaro! (Wydawnictwo Krytyki Politycznej, 2012), za którą otrzymała nominację do Paszportów Polityki 2012 oraz Nagrody Nike w 2013.']]"
"
Drogi feminizmu. Od kapitalizmu państwowego do...
",['Nancy Fraser'],"W swojej najnowszej książce Nancy Fraser śledzi ewolucję amerykańskiego ruchu feministycznego od lat 70. ubiegłego wieku i zapowiada nową, radykalną i egalitarną, fazę feministycznej myśli i praktyki. Feminizm wyrósł z fermentu wokół Nowej Lewicy i wkroczył w życie jako ruch wyzwolenia kobiet. Dołączył tym samym do innych radykalnych prądów, które kwestionowały fundamenty kapitalistycznego społeczeństwa. Jednak górę wzięła polityka tożsamościowa, utopijny zapał zaczął opadać, a równolegle rozkwitł neoliberalizm… Przewidując odrodzenie ruchu, Fraser wskazuje potrzebę ożywienia feministycznego radykalizmu w odpowiedzi na globalny kryzys ekonomiczny. Współczesny feminizm powinien sięgnąć do wizjonerskiego potencjału wcześniejszych fal i połączyć siły z innymi egalitarnymi ruchami w walce o demokratyczną kontrolę nad gospodarką. To porywające nowe podejście ma szanse wyznaczyć przełom w myśli feministycznej.",2014,0,"[['Nancy Fraser', ""filozofka i teoretyczka polityki w New School for Social Research w Nowym Jorku, jedna z najwybitniejszych myślicielek we współczesnej filozofii politycznej, kieruje wydziałem Sprawiedliwości Globalnej w paryskim College d'Etudes Mondiales. Wydała m.in. książki Redystrybucja czy uznanie (z Axelem Honnethem, wyd. polskie 2005), Unruly Practices (2008) i Scales of Justice (2010).""]]"
"
Duża solidarność mała solidarność. Biografia...
","['Agnieszka Wiśniewska', 'Henryka Krzywonos']","Najpierw zatrzymała tramwaj, a kilka dni później Lecha Wałęsę z tłumem stoczniowców kończących „swój” zwycięski strajk – wszystko to w odruchu solidarności z tymi, którzy latem 1980 roku rzucili wyzwanie całemu systemowi. Henryka Krzywonos, nikomu nieznana motornicza z gdańskiego WPK, tymi gestami sprzeciwu – pod gdańską operą i pod stoczniową bramą – sprawiła, że sierpniowy protest mógł się przerodzić w wielki ruch na rzecz społecznej zmiany. Zawsze w cieniu, najpierw męskich gwiazd „Solidarności”, a potem bohaterów transformacji z mediów, biznesu i parlamentu – dopiero po latach, gdy Kongres Kobiet przyznał jej tytuł Polki Dwudziestolecia, doczekała się należnego uznania. „Rewolucja jest kobietą” mówiła wówczas Krystyna Janda w porywającej laudacji pióra Kazimiery Szczuki. Dzięki Henryce Krzywonos wiemy, że kobietą jest również solidarność. Timothy Snyder, wybitny amerykański historyk Europy Środkowej, pisał, że „miękkim, żywotnym jądrem ruchu, ową jego częścią, którą najtrudniej uchwycić i opisać, był ludzki impuls solidarności: gotowość do wzajemnego uznania i wola, by sobie pomóc. W tym sensie życie Henryki Krzywonos polega na solidarności, tak dziś, jak i kiedyś”. Kiedyś dlatego, że bez żadnego zaplecza, inteligenckich lektur, sieci kontaktów i znanego nazwiska jako pierwsza przełamała bierność koleżanek i kolegów, angażując się najpierw w sierpniowy strajk, a potem pracę – dzień i noc – w nowym Związku. Dziś - bo w dobie społecznej apatii i prywatyzacji życiowych strategii, przełamując bezwład biurokracji i obojętność rynku, wybrała pomaganie najsłabszym, zakładając rodzinny dom dziecka.",2010,224,"[['Agnieszka Wiśniewska - autorka biografii Henryki Krzywonos Duża Solidarność, mała solidarność oraz wywiadu-rzeki z Małgorzatą Szumowską Kino to szkoła przetrwania. Redaktorka książek filmowych w Wydawnictwie Krytyki Politycznej. m.in. Kino polskie 1989-2009. Historia krytyczna, Polskie kino dokumentalne 1989-2009. Historia polityczna. Współautorka książki Współpraca. Przewodnik dla dzieci.'], ['Henryka Krzywonos - uczestniczka i organizatorka gdańskich strajków w 1980 roku, sygnatariuszka Porozumień Sierpniowych. Jej słowa „ten tramwaj dalej nie pojedzie”, wypowiedziane 15 sierpnia 1980 roku do pasażerów, rozpoczęły strajk komunikacji w Gdańsku. Przez wiele lat prowadziła rodzinny dom dziecka, założyła fundację pomagającą rodzinom w potrzebie. Na Kongresie Kobiet w 2009 roku otrzymała tytuł Polki Dwudziestolecia.']]"
"
Dziennik ucha. Słuchane na ostro
",['Andrzej Chłopecki'],"Od końca lat 70. związany z Polskim Radiem był nie tylko jego charyzmatycznym głosem. Współtworzył je na wzór europejskich radiofonii publicznych, radia publicznego jako instytucji kultury. Z podobnym rozmachem tworzył życie muzyczne jako dyrektor festiwali Aksamitna Kurtyna i Musica Polonica Nova oraz członek komisji programowej Warszawskiej Jesieni. Inspirował kompozytorów – „komponował ich komponowanie”, skutecznie namawiając instytucje muzyczne do realizacji tych zamówień, tworzył historię muzyki ostatnich dekad. Był mistrzem pióra, autorem setek tekstów (m.in. „Tygodnik Powszechny”, „Ruch Muzyczny”, „Odra”, „MusikTexte”). A jednak to właśnie w felietonach ujętych w cyklach Dziennik ucha („Res Publica Nowa”) i Słuchane na ostro („Gazeta Wyborcza”) w pełni rozkwitł jego pisarski talent. W tych krótkich błyskotliwych tekstach – porównywalnych z dorobkiem Mycielskiego, Kisielewskiego czy Webera – doraźne oceny zawsze zmierzają ku szerszej refleksji, humor doprawiony jest melancholią, a wyjątkowa indywidualność autora znajduje odbicie w języku. Zwierciadło życia muzycznego – tak, ale oprawione w ramy osobowością Andrzeja.",2014,560,"[['Andrzej Chłopecki (1950–2012)', 'wybitny krytyk muzyczny, znawca muzyki współczesnej i promotor muzyki polskiej. W swych przenikliwych sądach i bezkompromisowych diagnozach niedościgniony wzór odwagi umocnionej gruntowną wiedzą i genialną intuicją.']]"
"
Edukacja Przewodnik Krytyki Politycznej
",['Opracowanie Zbiorowe'],"Inwestycja w edukację jest najlepszą inwestycją w przyszłość – słyszymy na każdym kroku: w domu, w szkole, w mediach, z ust polityków i ekspertów. Coraz więcej z nas jest przekonanych, że odpowiedzialność za kształcenie uczniów spada na rodziców, a za jego finansowanie – na ich portfele. Że to nasza prywatna sprawa. My nie patrzymy na szkołę przez okulary księgowego. Szkoła to nie towar, a pytanie, czy to się opłaca, nie jest najważniejsze. Chcemy edukacji powszechnie dostępnej i publicznej, która eliminuje, na ile to możliwe, nierówności. Szkoły wolnej, równej i demokratycznej, w której nie ma wyścigu szczurów, rankingów i segregacji. Wśród autorów: Mirosław Dąbrowski, Anna Dzierzgowska, Henry Jenkins, Magdalena Kaszulanis, Marta Konarzewska, Piotr Laskowski, Kaja Malanowska, Przemysław Sadura, Mikołaj Herbst.",2013,392,[['']]
"
Ekonomia Kultury. Przewodnik Krytyki Politycznej
",['Opracowanie Zbiorowe'],"Kto powinien finansować festiwale filmowe, wystawy, przedstawienia teatralne – państwo czy prywatne fundacje? Po co współczesnej demokracji silne media publiczne? A nowe media? Czy państwo powinno je wspierać? Co zrobić, żeby internet nie tylko dostarczał rozrywkę? Dlaczego kultura sieci przynosi zmianę cywilizacyjną? I wreszcie – na czym polega krytyczna funkcja kultury na początku XXI wieku? Ekonomia kultury przybliża najnowsze światowe trendy w myśleniu o roli kultury. Przewodnik zawiera wybór tekstów zachodnich, definicje pojęć, omówienia teorii „żywych klasyków” (Richarda Floridy, Chrisa Andersona), a także analizy polskich realiów i szkice projektów zmian. Wśród autorów są naukowcy, dziennikarze, teoretycy i twórcy: Beata Stasińska, Jacek Żakowski, Edwin Bendyk, Maciej Gdula, Maciej Nowak.",2010,440,[['']]
"
Ekonomia wiedzy niedoskonałej
","['Roman Frydman', 'Michael D. Goldberg']"," Ekonomia wiedzy niedoskonałej to próba przedefiniowania podstaw współczesnej ekonomii. Teoria ekonomii zabrnęła w ślepa uliczkę: chce zbudować dokładny model pozwalający na ścisłe przewidywania zachowań uczestników rynku. Frydman i Goldberg pokazują, że w świecie współczesnego kapitalizmu, w którym jednostki nagradzane są za zachowania innowacyjne – a więc nieprzewidywalne – taki model jest utopią. Skutkiem tej fundamentalnej słabości poznawczej są niepowodzenia w praktyce, odbijające się na życiu zwykłych ludzi. Autorzy rozprawiają się z iluzją wiedzy absolutnej i proponują podejście dopuszczające możliwość nieprzewidywalnych zmian w strukturze zależności między zmiennymi. Otrzymują w ten sposób prognozy mniej ścisłe, ale za to bardziej wiarygodne. ",2009,352,"[['Roman Frydman', 'profesor ekonomii na Uniwersytecie Nowojorskim, autor i redaktor licznych prac z zakresu nauk ekonomicznych, m.in. Individual Forecasting and Aggregate Outcomes: „Rational Expectations” Examined, w której zakwestionował tzw. hipotezę racjonalnych oczekiwań, Capitalism with a Comrade’s Face and Other Studies in Postcommunist Transition (z Kennethem Murphym i Andrzejem Rapaczyńskim, 1998) i Knowledge, Information and Expectations in Modern Macroeconomics: In Honor of Edmund S. Phelps (współredaktor, 2003).'], ['Michael D. Goldberg', 'profesor ekonomii na Uniwersytecie New Hampshire, jego liczne artykuły na temat makroekonomii i międzynarodowych rynków finansowych publikowane były m.in. w „Economic Journal”, „Journal of International Money and Finance” i „Financial Times”. ']]"
"
Estetyka jako polityka
",['Jacques Ranciere'],"Estetyka jako polityka – pierwsza opublikowana w Polsce książka Jacques`a Ranciere`a – to najczęściej dyskutowana w ostatnich latach na świecie praca poświęcona sztuce współczesnej. Według Jacques’a Ranciere’a, nie da się oddzielić szeroko rozumianej sfery estetyki od obszaru polityczności. Każda walka polityczna jest bowiem walką o określony obraz świata, widzialny układ jego elementów. Z drugiej strony każde działanie artystyczne jest ingerencją w porządek postrzegania świata i może modyfikować model oglądu otaczającej nas rzeczywistości. Książka zawiera najważniejsze eseje Ranciere’a, podejmujące w nowatorski sposób temat relacji między społecznymi powinnościami sztuki i estetycznym uwikłaniem polityki, oraz dwa przeprowadzone z nim wywiady, omówienie całej jego twórczości napisane przez Gabriela Rockhilla, a także wprowadzenie znanego polskiego artysty Artura Żmijewskiego i posłowie Slavoja Žižka. Książka zilustrowana pracami Joanny Rajkowskiej.",2007,208,"[['Jacques Rancière (ur. 1940)', ""francuski filozof, emerytowany profesor uniwersytetu Paris VIII Saint-Denis. Jeden z najszerzej komentowanych obecnie myślicieli. Jego pierwszą publikacją była napisana wspólnie z innymi naukowcami (pod kierunkiem Louisa Althussera) praca Czytanie „Kapitału”, która dokonała ważnego przełomu w recepcji myśli marksistowskiej. Poza tym jest autorem: Le maître ignorant: Cinq leçons sur l'émancipation intellectuelle (1987), Aux bords du politique (1990), La mésentente: politique et philosophie (1995), La chair des mots: politique de l’écriture (1998), Le partage du sensible: esthétique et politique (2000), Malaise dans l’esthétique (2004). Rancière jest uważany za jednego z najciekawszych współczesnych filozofów zajmujących się zarówno filozofią polityki, jak i teoretycznymi oraz historycznymi kontekstami sztuki.""]]"
"
Etos lewicy. Esej o narodzinach kulturalizmu...
",['Andrzej Mencwel'],"…w roku 1984, a więc w środku tamtych „ciemnych lat”, podjąłem decyzję napisania książki Etos lewicy, którą do roku 1987 napisałem (ukazała się dopiero w 1990, bo tak wówczas drukowano). Choć była to habilitacja, która została przyjęta, motywy, jakie mną powodowały poza naukę wykraczały. Chciałem mianowicie dowieść, że lewica w Polsce ma inną własną tradycję, niż bolszewicka, która w roku 1981 była zbrojna już tylko w nagą przemoc; chciałem też powrócić do właściwego tej tradycji języka i współcześnie go ożywić, bo bez żywego języka nie ma żywych idei. Zadania te, mimo że od czasu, gdy je wyznaczyłem, minęło prawie ćwierć wieku, pozostają nadal aktualne, wierzę zatem, że Etos lewicy czeka jeszcze na swoją porę.  Etos lewicy to jeden z najważniejszych manifestów ideowych polskiej inteligencji zaangażowanej.  Książka poświęcona tradycji polskiej lewicy z przełomu XIX i XX wieku pokazuje, jak wielką wykonano w Polsce pracę na rzecz społecznego postępu, walki z przesądami, ciasnotą umysłową. Historie polskich społeczników i intelektualistów, pozytywistów i marksistów, anarchistów i państwowców – Brzozowskiego, Abramowskiego, Krzywickiego czy Kelles-Krauza – to opowieści o tym, jak w naszym kraju próbowano opisać i zmienić świat. Zrozumieć lokalny kontekst i wpisać go w procesy ogólne – nowoczesność i europejski kapitalizm. Próby te różniło wiele, ale łączyła idea, że ludzki świat tworzymy my sami, że w dotychczasowym kształcie jest on niesprawiedliwy i domaga się naprawy, a jego ulepszenie wymaga nowoczesnych narzędzi opisu. Myśleć i działać jednocześnie, teoretyzować i praktykować polityczną naprawę świata – oto przesłanie Etosu lewicy. ",2009,288,"[['Andrzej Mencwel (1940)', 'kulturoznawca, historyk idei, twórca Instytutu Kultury Polskiej UW, Profesor nauk humanistycznych, eseista, redaktor czasopism i serii wydawniczych, wybitny znawca m.in. twórczości Stanisława Brzozowskiego, a także idei paryskiej „Kultury”, laureat nagrody Polskiego PEN Clubu im. Jana Strzeleckiego. Autor licznych książek, m.in. Sprawa sensu (1971), Stanisław Brzozowski – kształtowanie myśli krytycznej (1976), Spoiwa (1983),Etos lewicy. Esej o narodzinach kulturalizmu polskiego (1990), Przedwiośnie czy potop (1997), Wyobraźnia antropologiczna (2006), Rodzinna Europa po raz pierwszy (2009). W 2015 jego książka Stanisław Brzozowski. Postawa krytyczna. Wiek XX została nominowana do Nagrody Historycznej im. Kazimierza Moczarskiego oraz do Nagrody Literackiej Gdynia w kategorii eseistyka.']]"
